﻿지하철역ID,출입구번호,정류장ID,주변건물,출구와정류장간이동거리,지하철역X좌표,지하철역Y좌표
﻿1002000228,﻿2,﻿6858,﻿서울법학원.국민은행. 농협.굿모닝신한증권.디오슈페리어빌딩.KFC.대우슈페리움,﻿189,﻿195710.0,﻿442518.2
﻿1007000715,﻿4,﻿110000662,﻿장미아파트.중현초등학교.하계2동사무소.하계5단지아파트.하계사회복지관,﻿51,﻿206032.1,﻿459511.0
﻿1007000715,﻿5,﻿110000315,﻿건영·학여울 청구아파트.우성·벽산·극동아파트.월계1교,﻿95,﻿206020.1,﻿459668.1
﻿1007000715,﻿5,﻿110000316,﻿건영·학여울 청구아파트.우성·벽산·극동아파트.월계1교,﻿146,﻿206086.7,﻿459477.0
﻿1007000715,﻿5,﻿110000324,﻿건영·학여울 청구아파트.우성·벽산·극동아파트.월계1교,﻿141,﻿206111.0,﻿459639.7
﻿1007000715,﻿5,﻿110000325,﻿건영·학여울 청구아파트.우성·벽산·극동아파트.월계1교,﻿192,﻿206132.6,﻿459699.5
﻿1007000715,﻿5,﻿110000346,﻿건영·학여울 청구아파트.우성·벽산·극동아파트.월계1교,﻿99,﻿205971.6,﻿459678.7
﻿1007000715,﻿5,﻿110000353,﻿건영·학여울 청구아파트.우성·벽산·극동아파트.월계1교,﻿104,﻿205896.2,﻿459521.5
﻿1007000715,﻿5,﻿110000354,﻿건영·학여울 청구아파트.우성·벽산·극동아파트.월계1교,﻿118,﻿205909.9,﻿459485.6
﻿1007000715,﻿5,﻿110000661,﻿건영·학여울 청구아파트.우성·벽산·극동아파트.월계1교,﻿125,﻿206077.3,﻿459498.2
﻿1063075117,﻿1,﻿105000446,﻿청량리역광장.롯데백화점,﻿122,﻿204036.5,﻿453433.8
﻿1063075335,﻿1,﻿229000289,﻿임진초등학교. 문산우체국. 문산시외버스터미널. 문산읍사무소. 한진1차아파트,﻿99,﻿181182.2479,﻿483859.6325
﻿1075075235,﻿3,﻿228001575,﻿경기도 여성능력 개발센터,﻿200,﻿209545.00959,﻿422193.6001
﻿1003000313,﻿3,﻿219000383,﻿한국토지공사. 법원공무원교육원,﻿45,﻿180314.72957,﻿461468.55197
﻿1003000315,﻿1,﻿218000202,﻿능곡초교. 대림아파트,﻿65,﻿183354.05757,﻿459053.03472
﻿1003000316,﻿3,﻿218000099,﻿명지병원. 보건소. 용정초등학교. 화정고등학교,﻿145,﻿185186.52344,﻿459498.56332
﻿1003000317,﻿6,﻿218000282,﻿고양교육청. 고양시의회. 고양시청. 등기소. 성사1동주민센터. 우체국. 원당지구대,﻿45,﻿186157.16366,﻿461590.28951
﻿1003000318,﻿9,﻿218000090,﻿지축동방면,﻿90,﻿190859.27379,﻿461465.25701
﻿1003000335,﻿5,﻿103900150,﻿하나은행. 서울옥정초등학교. 옥정중학교,﻿40,﻿201520.19232,﻿449109.29257
﻿1003000338,﻿2,﻿121900114,﻿경원중학교. 녹원아파트. 반포종합사회복지관. 반포한양아파트. 한신아파트(312∼314동.329동). 신한은행,﻿10,﻿200998.92956,﻿445916.92417
﻿1004000428,﻿4,﻿0,﻿용산방면,﻿0,﻿197515.36506,﻿448235.49219
﻿1004000435,﻿3,﻿220000018,﻿과천등기소. 선암건문소. 뒷골. 안골,﻿55,﻿200114.39552,﻿439209.84426
﻿1004000438,﻿5,﻿220000007,﻿과천고등학교. 과천시립도서관. 청계초등학교. 중앙공원,﻿230,﻿199641.9104,﻿437028.24885
﻿1001080174,﻿2,﻿0,﻿용화동방면. 온양2동주민센터,﻿0,﻿200281.1,﻿364644.8
﻿1069073114,﻿5,﻿167000426,﻿계산2동사무소.계산소방파출소.계산2동주민센터.계산2동지구대.세경아파트.재성아파트.계산아파트.계산천주교회.원불교 부평교당.계양산입산길.계양노동복지관 교통연수원,﻿44,﻿175940.76885,﻿449364.7603
﻿1069073114,﻿5,﻿167000431,﻿계산2동사무소.계산소방파출소.계산2동주민센터.계산2동지구대.세경아파트.재성아파트.계산아파트.계산천주교회.원불교 부평교당.계양산입산길.계양노동복지관 교통연수원,﻿62,﻿175938.51666,﻿449326.84687
﻿1001000107,﻿1,﻿235000245,﻿남방우체국. 양주1동주민센터. 남방1동주민센터. 하나로마트,﻿45,﻿203963.18824,﻿474921.30841
﻿1001000109,﻿1,﻿207000029,﻿가능1동주민센터.의정부중학교.의정부여자중학교.의정부여자고등학교.의정부경찰서.가능초등학교,﻿70,﻿203876.04364,﻿471925.38353
﻿1001000109,﻿2,﻿207000029,﻿의정부1동성당,﻿70,﻿203876.04364,﻿471925.38353
﻿1001000109,﻿3,﻿207000029,﻿중앙초등학교.배영초등학교.의정부1동주민센터,﻿70,﻿203876.04364,﻿471925.38353
﻿1001000109,﻿1,﻿207000021,﻿가능1동주민센터.의정부중학교.의정부여자중학교.의정부여자고등학교.의정부경찰서.가능초등학교,﻿50,﻿203876.04364,﻿471925.38353
﻿1001000109,﻿2,﻿207000021,﻿의정부1동성당,﻿50,﻿203876.04364,﻿471925.38353
﻿1001000109,﻿3,﻿207000021,﻿중앙초등학교.배영초등학교.의정부1동주민센터,﻿50,﻿203876.04364,﻿471925.38353
﻿1001080146,﻿1,﻿208000041,﻿관악파출소.석수2동주민센터,﻿120,﻿191905.93965,﻿435353.2118
﻿1001080146,﻿2,﻿208000041,﻿관악파출소.석수1동주민센터.삼성초등학교,﻿120,﻿191905.93965,﻿435353.2118
﻿1075075215,﻿3,﻿122000601,﻿개나리아파트.동부해오름아파트. 도성초등학교. 두올장식백화점. 세방빌딩. 월마트선릉점. 진선여중.여고. 한국씨티은행,﻿198,﻿204470.2,﻿445092.8
﻿1075075243,﻿5,﻿0,﻿권선우체국. 권선119안전센터,﻿0,﻿202600.5,﻿418107.6
﻿1075075243,﻿6,﻿0,﻿시청사거리. 한국장애인고용공단,﻿0,﻿202635.0,﻿418148.6
﻿1075075244,﻿1,﻿0,﻿시청사거리,﻿0,﻿201443.8,﻿418468.4
﻿1075075244,﻿3,﻿0,﻿세류3동주민센터,﻿0,﻿201364.9,﻿418445.7
﻿1003000317,﻿4,﻿218000115,﻿성라초등학교. 원당사회복지관. 성사2동주민센터,﻿250,﻿186094.24771,﻿461468.72225
﻿1006000619,﻿3,﻿113900210,﻿서울월드컵경기장(북.서문). 이대성산종합사회복지관. 중암중교. 신북초등학교. 한국우진학교. 성산2동우체국. 성산소방파출소. 북가좌1파출소,﻿15,﻿191057.60638,﻿452327.74963
﻿1006000619,﻿1,﻿113900270,﻿교통안전공단서울지사. 서울월드컵경기장(동.남문). 월드컵공원. 마포농수산시장. 홈플러스,﻿30,﻿191053.84354,﻿452196.96315
﻿1006000619,﻿2,﻿113900270,﻿서울월드컵경기장(북문). 성산2동사무소. 성산소방파출소. 신북초등학교. 중암중학교. 한국우진학교. 마포농수산물시장. 이대성산사회복지관. 성원초등학교. CGV상암10,﻿30,﻿191057.00626,﻿452273.5795
﻿1006000619,﻿3,﻿113900270,﻿서울월드컵경기장(북.서문). 이대성산종합사회복지관. 중암중교. 신북초등학교. 한국우진학교. 성산2동우체국. 성산소방파출소. 북가좌1파출소,﻿30,﻿191057.60638,﻿452327.74963
﻿1006000615,﻿4,﻿111000118,﻿갈현동우체국.갈현제2동.역촌중앙시장,﻿111,﻿192660.8,﻿456805.7
﻿1063075328,﻿1,﻿229002806,﻿한빛고등학교. 한빛중학교. 운정신도시롯데캐슬파크타운,﻿,﻿178974.6,﻿468170.6
﻿1063075328,﻿2,﻿229002806,﻿한빛고등학교. 한빛중학교. 한빛마울5단지캐슬앤칸타빌아파트,﻿,﻿178974.6,﻿468170.6
﻿1063075328,﻿3,﻿229002806,﻿황룡산,﻿,﻿178974.6,﻿468170.6
﻿1075075225,﻿2,﻿205000021,﻿성남종합운동장(900).성남종합운동장(900),﻿31,﻿211451.68245,﻿436950.96142
﻿1075075225,﻿2,﻿205000075,﻿성남종합운동장(900).성남종합운동장(900),﻿64,﻿211413.62784,﻿436927.84329
﻿1075075225,﻿2,﻿205000086,﻿성남종합운동장(900).성남종합운동장(900),﻿161,﻿211487.75361,﻿437139.51202
﻿1075075225,﻿3,﻿205000020,﻿중원구청(550).중원구청(550),﻿43,﻿211409.75725,﻿436952.51227
﻿1075075225,﻿3,﻿205000021,﻿중원구청(550).중원구청(550),﻿5,﻿211451.68245,﻿436950.96142
﻿1075075225,﻿3,﻿205000075,﻿중원구청(550).중원구청(550),﻿42,﻿211413.62784,﻿436927.84329
﻿1075075225,﻿3,﻿205000086,﻿중원구청(550).중원구청(550),﻿197,﻿211487.75361,﻿437139.51202
﻿1075075225,﻿4,﻿205000021,﻿뉴코아아울렛모란점. 국민은행,﻿70,﻿211451.68245,﻿436950.96142
﻿1006000624,﻿4,﻿113000039,﻿마포세무서.신석초등학교.신수동사무소.신수시장.신수중학교.신수파출소,﻿86,﻿194170.1,﻿449750.9
﻿1075075241,﻿1,﻿203000140,﻿수원시어린이교통공원,﻿39,﻿205194.46906,﻿416324.55046
﻿1075075241,﻿1,﻿203000146,﻿수원시어린이교통공원,﻿128,﻿205080.14024,﻿416222.57595
﻿1075075241,﻿2,﻿203000132,﻿망포공원. 현대아이파크1차,﻿59,﻿205090.14026,﻿416216.57615
﻿1075075241,﻿2,﻿203000140,﻿망포공원. 현대아이파크1차,﻿120,﻿205194.46906,﻿416324.55046
﻿1075075241,﻿2,﻿203000146,﻿망포공원. 현대아이파크1차,﻿53,﻿205080.14024,﻿416222.57595
﻿1075075241,﻿2,﻿203000150,﻿망포공원. 현대아이파크1차,﻿141,﻿204985.14176,﻿416174.57481
﻿1075075241,﻿2,﻿203000245,﻿망포공원. 현대아이파크1차,﻿94,﻿205172.03925,﻿416240.56759
﻿1075075241,﻿2,﻿203000345,﻿망포공원. 현대아이파크1차,﻿153,﻿204934.23041,﻿416310.72457
﻿1007000751,﻿4,﻿212000174,﻿까치울마을4단지,﻿106,﻿183218.85254,﻿445238.99167
﻿1075075241,﻿5,﻿203000345,﻿영통2동주민센터. 수원YMCA. 영동중학교. 별님공원,﻿110,﻿204934.23041,﻿416310.72457
﻿1075075241,﻿4,﻿203000346,﻿영통2동 주민센터. 영동중학교. 별님공원,﻿129,﻿204881.13782,﻿416275.70483
﻿1077006812,﻿6,﻿206000725,﻿우리은행. 현대자동차,﻿93,﻿209595.93518,﻿429726.30474
﻿1063075318,﻿1,﻿274177962,﻿화전우체국. 덕은초등학교. 덕양중학교. 화전동주민센터,﻿115,﻿188383.2819,﻿456104.06833
﻿1075075240,﻿3,﻿203000354,﻿살구골현대 아파트. 살구골공원. 영일초등학교,﻿102,﻿206452.91258,﻿416835.9731
﻿1069073133,﻿4,﻿164000017,﻿신송초.신송고. 금호베스트빌. 먼우금초교. 성지리벨루스. 풍림아이원2단지. 풍림아이원4단지. 한진해모로. 해양경찰청,﻿181,﻿169984.23609,﻿432347.20933
﻿1007000756,﻿5,﻿210000328,﻿상3동 주민센터,﻿191,﻿178159.89757,﻿445029.91267
﻿1007000756,﻿6,﻿210000157,﻿비잔티움상동. 석천 초등학교,﻿196,﻿178349.3703,﻿445175.3128
﻿1007000756,﻿6,﻿210000193,﻿비잔티움상동. 석천 초등학교,﻿20,﻿178173.89363,﻿445269.9109
﻿1007000756,﻿6,﻿210000255,﻿비잔티움상동. 석천 초등학교,﻿45,﻿178202.89323,﻿445279.91127
﻿1007000756,﻿6,﻿210000327,﻿비잔티움상동. 석천 초등학교,﻿120,﻿178242.49548,﻿445155.95922
﻿1008000816,﻿1,﻿123000102,﻿가락고등학교(600).송파2동사무소(600).송파2동파출소(650).송파구노인회관(50).송파제일교회(200).일신여자상업고등학교(200).일신여자중학교(200).잠실여자고등학교(300),﻿81,﻿209815.4,﻿444580.0
﻿1008000816,﻿1,﻿123000114,﻿가락고등학교(600).송파2동사무소(600).송파2동파출소(650).송파구노인회관(50).송파제일교회(200).일신여자상업고등학교(200).일신여자중학교(200).잠실여자고등학교(300),﻿158,﻿209983.0,﻿444437.2
﻿1008000816,﻿2,﻿123000007,﻿근로복지공단.남부순환로.중대초등학교(20),﻿36,﻿209888.3,﻿444538.7
﻿1008000816,﻿2,﻿123000008,﻿근로복지공단.남부순환로.중대초등학교(20),﻿103,﻿209834.7,﻿444582.0
﻿1008000816,﻿2,﻿123000540,﻿근로복지공단.남부순환로.중대초등학교(20),﻿86,﻿209839.3,﻿444547.2
﻿1008000816,﻿2,﻿123000102,﻿근로복지공단.남부순환로.중대초등학교(20),﻿119,﻿209815.4,﻿444580.0
﻿1008000816,﻿2,﻿123000114,﻿근로복지공단.남부순환로.중대초등학교(20),﻿110,﻿209983.0,﻿444437.2
﻿1008000816,﻿3,﻿123000007,﻿가락1동사무소(800).가락1동파출소(800).가락2차아파트(50).가락YMCA사회복지관(800).가락동 농수산물 종합도매시장.가락우체국(800).성남 방면,﻿41,﻿209888.3,﻿444538.7
﻿1008000816,﻿3,﻿123000008,﻿가락1동사무소(800).가락1동파출소(800).가락2차아파트(50).가락YMCA사회복지관(800).가락동 농수산물 종합도매시장.가락우체국(800).성남 방면,﻿90,﻿209834.7,﻿444582.0
﻿1008000816,﻿3,﻿123000540,﻿가락1동사무소(800).가락1동파출소(800).가락2차아파트(50).가락YMCA사회복지관(800).가락동 농수산물 종합도매시장.가락우체국(800).성남 방면,﻿58,﻿209839.3,﻿444547.2
﻿1008000816,﻿3,﻿123000102,﻿가락1동사무소(800).가락1동파출소(800).가락2차아파트(50).가락YMCA사회복지관(800).가락동 농수산물 종합도매시장.가락우체국(800).성남 방면,﻿98,﻿209815.4,﻿444580.0
﻿1008000816,﻿3,﻿123000114,﻿가락1동사무소(800).가락1동파출소(800).가락2차아파트(50).가락YMCA사회복지관(800).가락동 농수산물 종합도매시장.가락우체국(800).성남 방면,﻿126,﻿209983.0,﻿444437.2
﻿1007000756,﻿2,﻿210000193,﻿메가플러스 웨딩부페,﻿158,﻿178173.89363,﻿445269.9109
﻿1007000756,﻿2,﻿210000255,﻿메가플러스 웨딩부페,﻿169,﻿178202.89323,﻿445279.91127
﻿1007000756,﻿2,﻿210000324,﻿메가플러스 웨딩부페,﻿157,﻿178029.89661,﻿445157.90953
﻿1007000756,﻿2,﻿210000327,﻿메가플러스 웨딩부페,﻿76,﻿178242.49548,﻿445155.95922
﻿1007000756,﻿2,﻿210000328,﻿메가플러스 웨딩부페,﻿84,﻿178159.89757,﻿445029.91267
﻿1007000756,﻿3,﻿210000009,﻿기업은행. 씨티은행. 키즈앤북. 신한은행,﻿105,﻿178070.52709,﻿445193.34078
﻿1007000756,﻿3,﻿210000192,﻿기업은행. 씨티은행. 키즈앤북. 신한은행,﻿82,﻿178130.89773,﻿445034.91217
﻿1007000756,﻿3,﻿210000193,﻿기업은행. 씨티은행. 키즈앤북. 신한은행,﻿156,﻿178173.89363,﻿445269.9109
﻿1069073123,﻿4,﻿0,﻿나사렛한방병원. 농협. 올리브백화점. 간석2동주민센터,﻿0,﻿174191.0,﻿440865.3
﻿1069073123,﻿5,﻿0,﻿로버트호텔. 상인천고등학교,﻿0,﻿174157.1,﻿440767.0
﻿1069073123,﻿6,﻿0,﻿간석소방파출소,﻿0,﻿174134.4,﻿440869.3
﻿1069073123,﻿7,﻿0,﻿희망병원. 아로마 웨딩프라자,﻿0,﻿174081.5,﻿440902.8
﻿1069073123,﻿8,﻿0,﻿새마을금고. 새마을금고연합회,﻿0,﻿174088.7,﻿440938.3
﻿1001000157,﻿4,﻿0,﻿대화초등학교,﻿0,﻿170677.5,﻿440816.9
﻿1075075245,﻿10,﻿201000309,﻿역전시장. 대한대우아파트,﻿17,﻿200140.14155,﻿418579.47842
﻿1007000729,﻿10,﻿122000083,﻿청담진흥아파트. 현대1차아파트. 청담공원,﻿80,﻿204627.5,﻿446617.6
﻿1075075214,﻿1,﻿122000171,﻿프라임 저축은행. 국민은행,﻿82,﻿203732.6,﻿445572.2
﻿1075075217,﻿2,﻿122000111,﻿대치주공.청실아파트. 대치1동주민센터. 단국대부속중고교. 대치지구대. 동부센트레빌. 신한은행. 국민은행. 단국공업고등학교,﻿199,﻿204289.9,﻿445155.2
﻿1075075215,﻿7,﻿122000111,﻿강남구보건소. 역삼우편취급소,﻿102,﻿204289.9,﻿445155.2
﻿1075075215,﻿8,﻿122000111,﻿강남구청. 강남등기소. 강남세무서. 근로복지공단. 라마다서울(뉴월드)호텔. 삼성2동주민센터. 삼성동. 삼성세무서. 선정릉(삼릉공원). 성원빌딩. 우체국,﻿100,﻿204289.9,﻿445155.2
﻿1075075215,﻿8,﻿122000173,﻿강남구청. 강남등기소. 강남세무서. 근로복지공단. 라마다서울(뉴월드)호텔. 삼성2동주민센터. 삼성동. 삼성세무서. 선정릉(삼릉공원). 성원빌딩. 우체국,﻿122,﻿204259.2,﻿445163.8
﻿1075075216,﻿2,﻿122000205,﻿대치4동 우편취급소. 대치4동주민센터. 도곡초등학교. 롯데백화점,﻿120,﻿204619.7,﻿444200.5
﻿1075075216,﻿5,﻿122000205,﻿대도초등학교. 숙명여중.고교. 중앙대부속고등학교. 신한은행. 국민은행. 하나은행. 우리은행. 도곡렉슬,﻿138,﻿204619.7,﻿444200.5
﻿1075075216,﻿1,﻿122000228,﻿대치4동. 한림대서울센터,﻿198,﻿204724.9,﻿443928.5
﻿1075075216,﻿3,﻿122000228,﻿단국공고. 단대부속중.고교. 대치1동주민센터. 도곡주공2단지. 삼성래미안아파트. 진달래아파트. 서울지방고용노동청,﻿169,﻿204724.9,﻿443928.5
﻿1075075231,﻿8,﻿206000095,﻿금곡동사무소.금곡동파출소.YMCA,﻿28,﻿209630.91649,﻿427948.55571
﻿1075075233,﻿1,﻿228001028,﻿풍덕천사거리.수지지구대.수지119안전센터.문정중학교.용인신촌초등학교.죽전사거리.단국대방면.신세계백화점,﻿26,﻿209534.96215,﻿425154.57642
﻿1075075233,﻿1,﻿228001055,﻿풍덕천사거리.수지지구대.수지119안전센터.문정중학교.용인신촌초등학교.죽전사거리.단국대방면.신세계백화점,﻿85,﻿209442.80029,﻿425146.97604
﻿1075075233,﻿1,﻿228001376,﻿풍덕천사거리.수지지구대.수지119안전센터.문정중학교.용인신촌초등학교.죽전사거리.단국대방면.신세계백화점,﻿160,﻿209656.96008,﻿425223.57783
﻿1075075233,﻿2,﻿228001028,﻿죽전사거리.죽전삼거리.죽전교.엑스파크.용인신촌초등학교.죽전체육공원.보정동주민센터.단국대학교방면,﻿70,﻿209534.96215,﻿425154.57642
﻿1075075233,﻿2,﻿228001055,﻿죽전사거리.죽전삼거리.죽전교.엑스파크.용인신촌초등학교.죽전체육공원.보정동주민센터.단국대학교방면,﻿118,﻿209442.80029,﻿425146.97604
﻿1075075233,﻿2,﻿228001376,﻿죽전사거리.죽전삼거리.죽전교.엑스파크.용인신촌초등학교.죽전체육공원.보정동주민센터.단국대학교방면,﻿178,﻿209656.96008,﻿425223.57783
﻿1063075124,﻿1,﻿222001321,﻿미금초등학교.도농중학교.도농초등학교.금교초등학교,﻿113,﻿214312.30176,﻿456557.89075
﻿1007000716,﻿1,﻿110000062,﻿KT공릉지점.경기기계공업고교 방면.공연초등학교.서울산업대학교 방면.위례정보산업고등학교,﻿85,﻿206392.1,﻿458534.8
﻿1007000731,﻿2,﻿122000047,﻿영동우체국,﻿200,﻿203074.6,﻿446214.6
﻿1007000731,﻿3,﻿122000014,﻿논현2동.두림건축백화점,﻿143,﻿202666.8,﻿446150.8
﻿1007000731,﻿3,﻿122000015,﻿논현2동.두림건축백화점,﻿122,﻿202622.8,﻿446042.5
﻿1007000731,﻿3,﻿122000018,﻿논현2동.두림건축백화점,﻿81,﻿202665.2,﻿446016.4
﻿1007000731,﻿3,﻿122000032,﻿논현2동.두림건축백화점,﻿172,﻿202685.1,﻿446192.3
﻿1009000910,﻿2,﻿115000002,﻿하나은행.용왕산.양화교방면.삼정그린코아 아파트.염창동 현대아이파크,﻿40,﻿188960.0,﻿449716.8
﻿1009000910,﻿2,﻿115000557,﻿하나은행.용왕산.양화교방면.삼정그린코아 아파트.염창동 현대아이파크,﻿99,﻿189044.3,﻿449753.1
﻿1009000910,﻿2,﻿115000560,﻿하나은행.용왕산.양화교방면.삼정그린코아 아파트.염창동 현대아이파크,﻿27,﻿188972.5,﻿449751.5
﻿1007000738,﻿2,﻿119000072,﻿상도1동,﻿40,﻿195875.1,﻿444085.3
﻿1007000738,﻿2,﻿119000073,﻿상도1동,﻿62,﻿195909.1,﻿444118.0
﻿1007000738,﻿3,﻿119000071,﻿상도동.상도중앙교회.숭실대학교,﻿0,﻿195832.2,﻿444149.5
﻿1007000743,﻿1,﻿118000217,﻿남부수도사업소(800).대길초등학교(200).대방여자중학교(700).돈보스꼬 청소년센터(350).신길6 파출소(300).신길6동 사무소(30).영신고등학교,﻿133,﻿192025.6,﻿444430.9
﻿1007000743,﻿1,﻿118000272,﻿남부수도사업소(800).대길초등학교(200).대방여자중학교(700).돈보스꼬 청소년센터(350).신길6 파출소(300).신길6동 사무소(30).영신고등학교,﻿88,﻿192105.8,﻿444424.7
﻿1009000919,﻿1,﻿119000032,﻿흑석체육관. 노량진119안전센터,﻿124,﻿196756.4,﻿445434.0
﻿1009000919,﻿1,﻿119000102,﻿흑석체육관. 노량진119안전센터,﻿199,﻿196597.0,﻿445454.7
﻿1001080149,﻿7,﻿225000007,﻿산본 치안센터. 산본 1동 주민센터,﻿50,﻿194898.62168,﻿430395.22218
﻿1001080149,﻿8,﻿225000007,﻿운전면허 시험장,﻿50,﻿194942.23383,﻿430406.67037
﻿1001080150,﻿1,﻿0,﻿군포동주민센터. 군포중학교. 군포초등학교. 군포지구대,﻿0,﻿195426.22557,﻿428281.72443
﻿1002000213,﻿1,﻿0,﻿건대부속중.고등학교. 광진경찰서. 광진구청. 광진소방서. 구의사거리. 동대부속중.고등학교. 웨딩캐슬,﻿0,﻿207543.10764,﻿448618.02367
﻿1069073112,﻿1,﻿167000310,﻿박촌동.동양동.제일맨션.한화아파트.풍림아파트.동양주공아파트,﻿39,﻿177510.0251,﻿450618.15059
﻿1069073112,﻿3,﻿167000309,﻿소양초등학교.계양농협,﻿171,﻿177491.40523,﻿450620.50887
﻿1069073112,﻿3,﻿167000310,﻿소양초등학교.계양농협,﻿175,﻿177510.0251,﻿450618.15059
﻿1069073112,﻿4,﻿167000309,﻿소양초등학교.아주아파트,﻿39,﻿177491.40523,﻿450620.50887
﻿1069073112,﻿4,﻿167000310,﻿소양초등학교.아주아파트,﻿44,﻿177510.0251,﻿450618.15059
﻿1004000453,﻿2,﻿217000174,﻿기업은행. 외환은행,﻿139,﻿181313.77623,﻿425409.89578
﻿1006000640,﻿6,﻿105000414,﻿고대앞사거리(300).제기시장(400),﻿80,﻿203252.2,﻿454420.0
﻿1007000731,﻿1,﻿122000047,﻿강남YMCA.곽대희피부비뇨기과의원.마샬웨딩프라자.한국관광공사교육원.호텔아미가,﻿157,﻿203074.6,﻿446214.6
﻿1007000731,﻿10,﻿122000047,﻿건설회관.국제조명주식회사.논현2동사무소.논현2파출소.서울세관.서울영동교회.서울통계사무소.언북중학교.영풍신용금고.한국사전자수박물관,﻿157,﻿203074.6,﻿446214.6
﻿1075075229,﻿4,﻿206000296,﻿분당구청,﻿134,﻿210208.86365,﻿430947.54105
﻿1006000620,﻿6,﻿113000396,﻿동교초등학교.망원2동 사무소.망원초등학교.미원1차아파트.미원2차아파트.성원1차아파트.성원2차아파트,﻿62,﻿191427.1,﻿451486.0
﻿1009000918,﻿5,﻿119000063,﻿노량진우체국.본동시장.신동아아파트,﻿183,﻿195962.4,﻿445856.4
﻿1009000918,﻿5,﻿119000064,﻿노량진우체국.본동시장.신동아아파트,﻿131,﻿195906.8,﻿445843.1
﻿1006000611,﻿3,﻿111000050,﻿녹번초등학교.은평구보건소.은평구청.은평문화예술회관,﻿93,﻿193155.4,﻿456382.2
﻿1069073116,﻿3,﻿167000561,﻿국민건강보험공단.미추홀웨딩부페.YMCA북부지회.E마트.작전우체국,﻿105,﻿175411.62596,﻿447901.15924
﻿1077000689,﻿5,﻿121000221,﻿매헌윤봉길의사기념관. 시민의숲. 양재동꽃시장. AT센터,﻿189,﻿203453.7,﻿441314.5
﻿1077000687,﻿3,﻿121000541,﻿메리츠타워. 한국산업은행. 우성아파트. 국민은행,﻿54,﻿202472.5,﻿444121.3
﻿1077000687,﻿3,﻿121000921,﻿메리츠타워. 한국산업은행. 우성아파트. 국민은행,﻿105,﻿202501.8,﻿444047.3
﻿1077000687,﻿4,﻿121000009,﻿역서치안센터. 서운중학교. 역삼1동주민센터. 신동아아파트 . 한국산업은행. 국민은행. 역삼초등학교,﻿76,﻿202511.2,﻿444070.8
﻿1069073120,﻿6,﻿166000209,﻿국민은행. 농협. 부평119안전센터. 북부역광장. 북인천우체국. 우리은행. 코아빌딩. 대한극장. 한국씨티은행,﻿160,﻿175704.91369,﻿443558.67045
﻿1069073120,﻿6,﻿166000781,﻿국민은행. 농협. 부평119안전센터. 북부역광장. 북인천우체국. 우리은행. 코아빌딩. 대한극장. 한국씨티은행,﻿192,﻿175735.6836,﻿443585.9575
﻿1069073120,﻿7,﻿166000228,﻿마사회. 삼화고속. 채원뷔페. 부평119안전센터,﻿167,﻿175526.53628,﻿443721.44235
﻿1069073120,﻿7,﻿166000206,﻿마사회. 삼화고속. 채원뷔페. 부평119안전센터,﻿78,﻿175652.40859,﻿443566.95014
﻿1069073120,﻿7,﻿166000781,﻿마사회. 삼화고속. 채원뷔페. 부평119안전센터,﻿163,﻿175735.6836,﻿443585.9575
﻿1069073120,﻿8,﻿166000206,﻿북부역광장. 롯데마트,﻿112,﻿175652.40859,﻿443566.95014
﻿1069073120,﻿8,﻿166000209,﻿북부역광장. 롯데마트,﻿124,﻿175704.91369,﻿443558.67045
﻿1069073120,﻿8,﻿166000781,﻿북부역광장. 롯데마트,﻿165,﻿175735.6836,﻿443585.9575
﻿1069073122,﻿1,﻿165000489,﻿서울성준의원.후생의원,﻿188,﻿174342.54818,﻿441914.47317
﻿1069073122,﻿2,﻿166000066,﻿장묘관리사업소.보훈회관.약사사.인천가족공원.팬더아파트,﻿146,﻿174301.15947,﻿441880.1605
﻿1069073122,﻿2,﻿165000489,﻿장묘관리사업소.보훈회관.약사사.인천가족공원.팬더아파트,﻿99,﻿174342.54818,﻿441914.47317
﻿1069073122,﻿3,﻿166000066,﻿십정2동사무소.동암초등학교.동암파출소.옹진수협,﻿142,﻿174301.15947,﻿441880.1605
﻿1069073122,﻿3,﻿165000489,﻿십정2동사무소.동암초등학교.동암파출소.옹진수협,﻿103,﻿174342.54818,﻿441914.47317
﻿1006000621,﻿2,﻿113000157,﻿대성아파트(710).망원1동사무소(255).망원1파출소(310).망원우체국(260).망원제1.2동(250).삼성아파트(310).성산시장(340).성산초등학교(145).합정동.합정동사무소,﻿146,﻿192177.7,﻿450593.9
﻿1063075315,﻿2,﻿112000024,﻿성사중학교. 서울중동초등학교. 성산2동주민센터,﻿128,﻿192408.8,﻿452266.9
﻿1063075315,﻿3,﻿112000005,﻿모래내지하도,﻿43,﻿192497.1,﻿452179.0
﻿1063075315,﻿3,﻿112000006,﻿모래내지하도,﻿93,﻿192397.3,﻿452259.9
﻿1069073116,﻿4,﻿167000562,﻿하나은행.북인천세무서.제일은행·농협.카리스호텔.삼성전자서비스센터.전자랜드.엘지전자서비스센터,﻿92,﻿175524.64372,﻿447920.68587
﻿1069073116,﻿4,﻿167000057,﻿하나은행.북인천세무서.제일은행·농협.카리스호텔.삼성전자서비스센터.전자랜드.엘지전자서비스센터,﻿120,﻿175454.76741,﻿447720.08794
﻿1069073116,﻿4,﻿167000062,﻿하나은행.북인천세무서.제일은행·농협.카리스호텔.삼성전자서비스센터.전자랜드.엘지전자서비스센터,﻿31,﻿175492.0073,﻿447801.38625
