﻿지하철역ID,출입구번호,정류장ID,주변건물,출구와정류장간이동거리,지하철역X좌표,지하철역Y좌표
﻿1004000419,﻿4,﻿455,﻿카톨릭신학대학,﻿90,﻿200512.5,﻿454386.1
﻿1004000419,﻿4,﻿457,﻿카톨릭신학대학,﻿157,﻿200638.3,﻿454397.0
﻿1004000419,﻿5,﻿456,﻿성북동주민센터.성북1치안센터.경신중.고교.아름다운가게,﻿28,﻿200485.4,﻿454353.3
﻿1004000419,﻿5,﻿455,﻿성북동주민센터.성북1치안센터.경신중.고교.아름다운가게,﻿45,﻿200512.5,﻿454386.1
﻿1004000419,﻿5,﻿457,﻿성북동주민센터.성북1치안센터.경신중.고교.아름다운가게,﻿139,﻿200638.3,﻿454397.0
﻿1004000419,﻿6,﻿456,﻿동구여상고교.홍익중.고교.우촌초등학교.한신아파트. 한진아파트.녹색연합,﻿60,﻿200485.4,﻿454353.3
﻿1004000419,﻿6,﻿455,﻿동구여상고교.홍익중.고교.우촌초등학교.한신아파트. 한진아파트.녹색연합,﻿44,﻿200512.5,﻿454386.1
﻿1005000546,﻿3,﻿13565,﻿광남중.고교.광남초등학교.광장종합사회복지관.극동아파트.삼성아파트.엘리제웨딩홀,﻿64,﻿209159.6,﻿449402.8
﻿1005000546,﻿4,﻿5658,﻿광나루길.광장변전소.광장파출소.광현교회.동서울터미널방면.한국화이자제약㈜.현대아파트,﻿124,﻿209107.7,﻿449339.1
﻿1005000546,﻿4,﻿7097,﻿광나루길.광장변전소.광장파출소.광현교회.동서울터미널방면.한국화이자제약㈜.현대아파트,﻿81,﻿209109.1,﻿449388.4
﻿1005000546,﻿4,﻿5515,﻿광나루길.광장변전소.광장파출소.광현교회.동서울터미널방면.한국화이자제약㈜.현대아파트,﻿74,﻿209128.3,﻿449519.0
﻿1005000546,﻿4,﻿5514,﻿광나루길.광장변전소.광장파출소.광현교회.동서울터미널방면.한국화이자제약㈜.현대아파트,﻿131,﻿209121.6,﻿449576.7
﻿1005000546,﻿4,﻿13565,﻿광나루길.광장변전소.광장파출소.광현교회.동서울터미널방면.한국화이자제약㈜.현대아파트,﻿48,﻿209159.6,﻿449402.8
﻿1005000547,﻿1,﻿997,﻿천호대교방면.한강시민공원(광나루지구)방면.천호대교방면.한강시민공원(광나루지구)방면,﻿96,﻿210760.5,﻿448840.1
﻿1005000547,﻿1,﻿1004,﻿천호대교방면.한강시민공원(광나루지구)방면.천호대교방면.한강시민공원(광나루지구)방면,﻿164,﻿210941.9,﻿448982.9
﻿1005000547,﻿1,﻿1003,﻿천호대교방면.한강시민공원(광나루지구)방면.천호대교방면.한강시민공원(광나루지구)방면,﻿144,﻿210957.8,﻿448946.6
﻿1005000547,﻿10,﻿6531,﻿풍납1동사무소.풍납토성.한강시민공원(광나루지구)방면.풍납1동사무소.풍납토성.한강시민공원(광나루지구)방면,﻿184,﻿211028.0,﻿448729.6
﻿1005000547,﻿10,﻿967,﻿풍납1동사무소.풍납토성.한강시민공원(광나루지구)방면.풍납1동사무소.풍납토성.한강시민공원(광나루지구)방면,﻿153,﻿210842.5,﻿448641.1
﻿1005000547,﻿10,﻿997,﻿풍납1동사무소.풍납토성.한강시민공원(광나루지구)방면.풍납1동사무소.풍납토성.한강시민공원(광나루지구)방면,﻿104,﻿210760.5,﻿448840.1
﻿1005000547,﻿10,﻿1003,﻿풍납1동사무소.풍납토성.한강시민공원(광나루지구)방면.풍납1동사무소.풍납토성.한강시민공원(광나루지구)방면,﻿184,﻿210957.8,﻿448946.6
﻿1005000547,﻿2,﻿6531,﻿광진사거리.천호2동.광진사거리.천호2동,﻿182,﻿211028.0,﻿448729.6
﻿1005000547,﻿2,﻿997,﻿광진사거리.천호2동.광진사거리.천호2동,﻿138,﻿210760.5,﻿448840.1
﻿1005000547,﻿2,﻿1004,﻿광진사거리.천호2동.광진사거리.천호2동,﻿133,﻿210941.9,﻿448982.9
﻿1005000547,﻿2,﻿1003,﻿광진사거리.천호2동.광진사거리.천호2동,﻿107,﻿210957.8,﻿448946.6
﻿1067080128,﻿1,﻿55950,﻿,﻿175,﻿221424.27755,﻿461483.47641
﻿1067080128,﻿1,﻿56814,﻿,﻿104,﻿221594.98363,﻿461460.67981
﻿1067080128,﻿1,﻿56815,﻿,﻿81,﻿221582.16621,﻿461482.61649
﻿1067080128,﻿1,﻿56513,﻿,﻿60,﻿221521.47447,﻿461548.68351
﻿1067080128,﻿2,﻿55950,﻿,﻿166,﻿221424.27755,﻿461483.47641
﻿1067080128,﻿2,﻿56814,﻿,﻿67,﻿221594.98363,﻿461460.67981
﻿1067080128,﻿2,﻿56815,﻿,﻿44,﻿221582.16621,﻿461482.61649
﻿1067080128,﻿2,﻿56513,﻿,﻿66,﻿221521.47447,﻿461548.68351
﻿1067080130,﻿1,﻿56275,﻿,﻿28,﻿227477.3149,﻿461435.63767
﻿1067080130,﻿1,﻿55946,﻿,﻿93,﻿227591.04546,﻿461422.51681
﻿1067080130,﻿1,﻿57585,﻿,﻿128,﻿227448.10338,﻿461333.09813
﻿1067080130,﻿1,﻿57586,﻿,﻿199,﻿227367.3437,﻿461303.21912
﻿1067080130,﻿2,﻿56275,﻿,﻿117,﻿227477.3149,﻿461435.63767
﻿1067080130,﻿2,﻿55946,﻿,﻿149,﻿227591.04546,﻿461422.51681
﻿1067080131,﻿1,﻿54630,﻿,﻿30,﻿233410.12246,﻿465020.64479
﻿1067080131,﻿1,﻿54633,﻿,﻿44,﻿233374.12349,﻿464975.64456
﻿1067080131,﻿2,﻿54630,﻿,﻿56,﻿233410.12246,﻿465020.64479
﻿1067080131,﻿2,﻿54633,﻿,﻿68,﻿233374.12349,﻿464975.64456
﻿1009000922,﻿1,﻿36752,﻿반포2동주민센터.반포푸르지오.반포초/중학교,﻿161,﻿199509.4,﻿444836.3
﻿1009000922,﻿1,﻿34607,﻿반포2동주민센터.반포푸르지오.반포초/중학교,﻿118,﻿199764.8,﻿444950.4
﻿1009000922,﻿1,﻿34934,﻿반포2동주민센터.반포푸르지오.반포초/중학교,﻿124,﻿199570.7,﻿444815.9
﻿1009000922,﻿2,﻿36749,﻿신반포중학교.계성초등학교,﻿93,﻿199631.0,﻿444888.7
﻿1009000922,﻿2,﻿34607,﻿신반포중학교.계성초등학교,﻿53,﻿199764.8,﻿444950.4
﻿1009000922,﻿2,﻿34934,﻿신반포중학교.계성초등학교,﻿184,﻿199570.7,﻿444815.9
﻿1009000922,﻿3,﻿36749,﻿래미안퍼스티지.잠원초등학교,﻿95,﻿199631.0,﻿444888.7
﻿1009000922,﻿3,﻿34607,﻿래미안퍼스티지.잠원초등학교,﻿65,﻿199764.8,﻿444950.4
﻿1009000922,﻿3,﻿34934,﻿래미안퍼스티지.잠원초등학교,﻿175,﻿199570.7,﻿444815.9
﻿1009000922,﻿4,﻿36749,﻿반포종합운동장.세화여자중/고등학교.반포천 방면,﻿34,﻿199631.0,﻿444888.7
﻿1009000922,﻿4,﻿36752,﻿반포종합운동장.세화여자중/고등학교.반포천 방면,﻿158,﻿199509.4,﻿444836.3
﻿1009000922,﻿4,﻿34607,﻿반포종합운동장.세화여자중/고등학교.반포천 방면,﻿125,﻿199764.8,﻿444950.4
﻿1009000922,﻿4,﻿34934,﻿반포종합운동장.세화여자중/고등학교.반포천 방면,﻿110,﻿199570.7,﻿444815.9
﻿1009000923,﻿1,﻿36754,﻿,﻿27,﻿200467.1,﻿445208.0
﻿1009000923,﻿1,﻿36755,﻿,﻿128,﻿200335.3,﻿445146.5
﻿1009000923,﻿1,﻿1851,﻿,﻿149,﻿200599.9,﻿445232.3
﻿1009000923,﻿8-1,﻿36754,﻿,﻿126,﻿200467.1,﻿445208.0
﻿1009000923,﻿8-1,﻿36755,﻿,﻿37,﻿200335.3,﻿445146.5
﻿1009000923,﻿8-1,﻿323,﻿,﻿106,﻿200272.2,﻿445103.6
﻿1009000923,﻿8-2,﻿36754,﻿,﻿48,﻿200467.1,﻿445208.0
﻿1009000923,﻿8-2,﻿36755,﻿,﻿105,﻿200335.3,﻿445146.5
﻿1009000923,﻿8-2,﻿1851,﻿,﻿182,﻿200599.9,﻿445232.3
﻿1009000923,﻿8-2,﻿323,﻿,﻿181,﻿200272.2,﻿445103.6
﻿1009000924,﻿1,﻿2691,﻿자이아파트.반포1동주민센터.원촌초등학교.원촌중학교,﻿22,﻿201244.3,﻿445042.4
﻿1009000924,﻿1,﻿2690,﻿자이아파트.반포1동주민센터.원촌초등학교.원촌중학교,﻿167,﻿201358.0,﻿444947.3
﻿1009000924,﻿2,﻿2691,﻿삼호가든.서원초등학교.고무래공원.반포고등학교,﻿92,﻿201244.3,﻿445042.4
﻿1009000924,﻿2,﻿2690,﻿삼호가든.서원초등학교.고무래공원.반포고등학교,﻿60,﻿201358.0,﻿444947.3
﻿1009000925,﻿1,﻿145,﻿반포IC,﻿153,﻿202139.4,﻿445139.2
﻿1009000925,﻿1,﻿5469,﻿반포IC,﻿180,﻿202277.0,﻿445024.5
﻿1009000925,﻿1,﻿33783,﻿반포IC,﻿196,﻿202199.3,﻿444820.9
﻿1009000925,﻿1,﻿2695,﻿반포IC,﻿10,﻿202107.2,﻿444997.9
﻿1009000925,﻿2,﻿4632,﻿논현역 방면,﻿184,﻿202306.8,﻿445079.9
﻿1009000925,﻿2,﻿145,﻿논현역 방면,﻿96,﻿202139.4,﻿445139.2
﻿1009000925,﻿2,﻿5469,﻿논현역 방면,﻿152,﻿202277.0,﻿445024.5
﻿1009000925,﻿2,﻿6334,﻿논현역 방면,﻿169,﻿202098.1,﻿445211.0
﻿1009000925,﻿2,﻿33784,﻿논현역 방면,﻿195,﻿202048.6,﻿445223.0
﻿1009000925,﻿2,﻿2695,﻿논현역 방면,﻿49,﻿202107.2,﻿444997.9
﻿1009000925,﻿3,﻿4632,﻿논현 초등학교,﻿137,﻿202306.8,﻿445079.9
﻿1009000925,﻿3,﻿145,﻿논현 초등학교,﻿87,﻿202139.4,﻿445139.2
﻿1009000925,﻿3,﻿5469,﻿논현 초등학교,﻿110,﻿202277.0,﻿445024.5
﻿1009000925,﻿3,﻿6334,﻿논현 초등학교,﻿170,﻿202098.1,﻿445211.0
﻿1009000925,﻿3,﻿2695,﻿논현 초등학교,﻿87,﻿202107.2,﻿444997.9
﻿1009000925,﻿4,﻿4632,﻿국기원,﻿100,﻿202306.8,﻿445079.9
﻿1009000925,﻿4,﻿145,﻿국기원,﻿183,﻿202139.4,﻿445139.2
﻿1009000925,﻿4,﻿5469,﻿국기원,﻿38,﻿202277.0,﻿445024.5
﻿1009000925,﻿4,﻿33783,﻿국기원,﻿182,﻿202199.3,﻿444820.9
﻿1009000925,﻿4,﻿2695,﻿국기원,﻿145,﻿202107.2,﻿444997.9
﻿1009000925,﻿4,﻿6969,﻿국기원,﻿183,﻿202207.1,﻿444817.2
﻿1009000925,﻿4,﻿13429,﻿국기원,﻿157,﻿202396.7,﻿445058.4
﻿1009000925,﻿5,﻿4632,﻿역삼동 우체국,﻿153,﻿202306.8,﻿445079.9
﻿1009000925,﻿5,﻿145,﻿역삼동 우체국,﻿189,﻿202139.4,﻿445139.2
﻿1009000925,﻿5,﻿5469,﻿역삼동 우체국,﻿93,﻿202277.0,﻿445024.5
﻿1009000925,﻿5,﻿33783,﻿역삼동 우체국,﻿141,﻿202199.3,﻿444820.9
﻿1009000925,﻿5,﻿2695,﻿역삼동 우체국,﻿107,﻿202107.2,﻿444997.9
﻿1009000925,﻿5,﻿6969,﻿역삼동 우체국,﻿144,﻿202207.1,﻿444817.2
﻿1009000925,﻿5,﻿6970,﻿역삼동 우체국,﻿188,﻿202223.4,﻿444773.9
﻿1009000925,﻿6,﻿4632,﻿서초초등학교,﻿197,﻿202306.8,﻿445079.9
﻿1009000925,﻿6,﻿145,﻿서초초등학교,﻿191,﻿202139.4,﻿445139.2
﻿1009000925,﻿6,﻿5469,﻿서초초등학교,﻿140,﻿202277.0,﻿445024.5
﻿1009000901,﻿2,﻿36671,﻿개화119.개화동방면.우리들병원.개화파출소,﻿122,﻿182203.3,﻿453251.3
﻿1009000901,﻿2,﻿36670,﻿개화119.개화동방면.우리들병원.개화파출소,﻿82,﻿182176.9,﻿453211.6
﻿1009000903,﻿1,﻿3660,﻿공항시장.공항지구대.강서성심병원,﻿171,﻿183120.1,﻿451435.3
﻿1009000903,﻿1,﻿3661,﻿공항시장.공항지구대.강서성심병원,﻿131,﻿183133.2,﻿451475.4
﻿1069073116,﻿4,﻿59119,﻿하나은행.북인천세무서.제일은행·농협.카리스호텔.삼성전자서비스센터.전자랜드.엘지전자서비스센터,﻿109,﻿175411.62596,﻿447901.15924
﻿1069073116,﻿4,﻿59120,﻿하나은행.북인천세무서.제일은행·농협.카리스호텔.삼성전자서비스센터.전자랜드.엘지전자서비스센터,﻿92,﻿175524.64372,﻿447920.68587
﻿1069073116,﻿4,﻿51728,﻿하나은행.북인천세무서.제일은행·농협.카리스호텔.삼성전자서비스센터.전자랜드.엘지전자서비스센터,﻿120,﻿175454.76741,﻿447720.08794
﻿1005000515,﻿3,﻿4152,﻿,﻿149,﻿185773.8,﻿451199.3
﻿1005000515,﻿3,﻿33632,﻿,﻿136,﻿185856.2,﻿451113.6
﻿1005000515,﻿3,﻿33716,﻿,﻿105,﻿185789.3,﻿451144.7
﻿1005000515,﻿3,﻿33385,﻿,﻿125,﻿185672.2,﻿450945.8
﻿1005000515,﻿3,﻿36314,﻿,﻿160,﻿185572.0,﻿451053.4
﻿1005000515,﻿3,﻿34572,﻿,﻿93,﻿185820.2,﻿451023.6
﻿1005000515,﻿3,﻿5616,﻿,﻿71,﻿185790.1,﻿451012.9
﻿1005000515,﻿4,﻿3680,﻿,﻿49,﻿185801.0,﻿451028.0
﻿1005000515,﻿4,﻿3679,﻿,﻿84,﻿185818.8,﻿450981.8
﻿1005000515,﻿4,﻿4151,﻿,﻿151,﻿185735.6,﻿451184.7
﻿1005000515,﻿4,﻿4152,﻿,﻿167,﻿185773.8,﻿451199.3
﻿1005000515,﻿4,﻿33632,﻿,﻿131,﻿185856.2,﻿451113.6
﻿1005000515,﻿4,﻿33716,﻿,﻿117,﻿185789.3,﻿451144.7
﻿1005000515,﻿4,﻿33385,﻿,﻿118,﻿185672.2,﻿450945.8
﻿1005000515,﻿4,﻿36314,﻿,﻿181,﻿185572.0,﻿451053.4
﻿1005000515,﻿4,﻿34572,﻿,﻿68,﻿185820.2,﻿451023.6
﻿1005000515,﻿4,﻿5616,﻿,﻿43,﻿185790.1,﻿451012.9
﻿1005000515,﻿5,﻿3680,﻿,﻿73,﻿185801.0,﻿451028.0
﻿1005000515,﻿5,﻿3679,﻿,﻿78,﻿185818.8,﻿450981.8
﻿1005000515,﻿5,﻿3995,﻿,﻿192,﻿185641.8,﻿450821.7
﻿1005000515,﻿5,﻿4151,﻿,﻿198,﻿185735.6,﻿451184.7
﻿1005000515,﻿5,﻿33632,﻿,﻿171,﻿185856.2,﻿451113.6
﻿1005000515,﻿5,﻿33716,﻿,﻿165,﻿185789.3,﻿451144.7
﻿1005000515,﻿5,﻿33385,﻿,﻿79,﻿185672.2,﻿450945.8
﻿1005000515,﻿5,﻿36314,﻿,﻿181,﻿185572.0,﻿451053.4
﻿1005000515,﻿5,﻿34572,﻿,﻿88,﻿185820.2,﻿451023.6
﻿1005000515,﻿5,﻿5616,﻿,﻿56,﻿185790.1,﻿451012.9
﻿1005000515,﻿6,﻿13619,﻿,﻿191,﻿185544.1,﻿451058.3
﻿1005000515,﻿6,﻿3680,﻿,﻿107,﻿185801.0,﻿451028.0
﻿1005000515,﻿6,﻿3679,﻿,﻿106,﻿185818.8,﻿450981.8
﻿1005000515,﻿6,﻿3995,﻿,﻿161,﻿185641.8,﻿450821.7
﻿1005000515,﻿6,﻿33716,﻿,﻿193,﻿185789.3,﻿451144.7
﻿1005000515,﻿6,﻿33385,﻿,﻿45,﻿185672.2,﻿450945.8
﻿1005000515,﻿6,﻿36314,﻿,﻿165,﻿185572.0,﻿451053.4
﻿1005000515,﻿6,﻿34572,﻿,﻿121,﻿185820.2,﻿451023.6
﻿1005000515,﻿6,﻿5616,﻿,﻿89,﻿185790.1,﻿451012.9
﻿1005000515,﻿7,﻿13619,﻿,﻿153,﻿185544.1,﻿451058.3
﻿1005000515,﻿7,﻿3680,﻿,﻿136,﻿185801.0,﻿451028.0
﻿1005000515,﻿7,﻿3679,﻿,﻿144,﻿185818.8,﻿450981.8
﻿1005000515,﻿7,﻿3995,﻿,﻿158,﻿185641.8,﻿450821.7
﻿1005000515,﻿7,﻿33385,﻿,﻿31,﻿185672.2,﻿450945.8
﻿1005000515,﻿7,﻿36314,﻿,﻿127,﻿185572.0,﻿451053.4
﻿1005000515,﻿7,﻿34572,﻿,﻿153,﻿185820.2,﻿451023.6
﻿1005000515,﻿7,﻿5616,﻿,﻿121,﻿185790.1,﻿451012.9
﻿1005000515,﻿8,﻿13619,﻿,﻿90,﻿185544.1,﻿451058.3
﻿1005000515,﻿8,﻿3680,﻿,﻿179,﻿185801.0,﻿451028.0
﻿1005000515,﻿8,﻿3679,﻿,﻿199,﻿185818.8,﻿450981.8
﻿1005000515,﻿8,﻿3995,﻿,﻿192,﻿185641.8,﻿450821.7
﻿1005000515,﻿8,﻿33385,﻿,﻿83,﻿185672.2,﻿450945.8
﻿1005000515,﻿8,﻿36314,﻿,﻿64,﻿185572.0,﻿451053.4
﻿1005000515,﻿8,﻿34572,﻿,﻿198,﻿185820.2,﻿451023.6
﻿1005000515,﻿8,﻿5616,﻿,﻿168,﻿185790.1,﻿451012.9
﻿1005000515,﻿9,﻿13619,﻿,﻿46,﻿185544.1,﻿451058.3
﻿1005000515,﻿9,﻿4151,﻿,﻿195,﻿185735.6,﻿451184.7
﻿1005000515,﻿9,﻿33385,﻿,﻿135,﻿185672.2,﻿450945.8
﻿1005000515,﻿9,﻿36314,﻿,﻿18,﻿185572.0,﻿451053.4
﻿1005000516,﻿1,﻿35063,﻿강서구민회관 방면.내발산초등학교(250).발산2동.우장산공원(500).화곡주공아파트(20),﻿112,﻿185589.6,﻿449850.5
﻿1001000120,﻿1,﻿37055,﻿광운대학교.광운대학교,﻿60,﻿205816.3,﻿457226.0
﻿1001000120,﻿1,﻿35769,﻿광운대학교.광운대학교,﻿78,﻿205808.6,﻿457199.8
﻿1001000120,﻿1,﻿5955,﻿광운대학교.광운대학교,﻿161,﻿205937.3,﻿457274.4
﻿1001000120,﻿1,﻿35752,﻿광운대학교.광운대학교,﻿27,﻿205750.6,﻿457261.6
﻿1001000120,﻿1,﻿34590,﻿광운대학교.광운대학교,﻿140,﻿205912.4,﻿457304.5
﻿1002002111,﻿1,﻿5313,﻿도시철도공사.용답동.용답동사무소.용답초등학교.용답파출소.서울교육문화센터.도시철도공사.용답초등학교.용답동사무소.용답파출소.서울교육문화센터,﻿125,﻿204304.8,﻿451299.4
﻿1002002111,﻿1,﻿5314,﻿도시철도공사.용답동.용답동사무소.용답초등학교.용답파출소.서울교육문화센터.도시철도공사.용답초등학교.용답동사무소.용답파출소.서울교육문화센터,﻿113,﻿204301.3,﻿451314.3
﻿1002000208,﻿6,﻿13639,﻿동마중학교.한양여중고교.한양대학교.한양대 병원.세림아파트.동마중학교.한양여중고교.한양대학교.한양대 병원.세림아파트.동마중학교.한양여중고교.한양대학교.한양대 병원.세림아파트,﻿136,﻿203345.3,﻿451361.8
﻿1002000208,﻿6,﻿5300,﻿동마중학교.한양여중고교.한양대학교.한양대 병원.세림아파트.동마중학교.한양여중고교.한양대학교.한양대 병원.세림아파트.동마중학교.한양여중고교.한양대학교.한양대 병원.세림아파트,﻿190,﻿203635.8,﻿451212.1
﻿1003000351,﻿2,﻿36010,﻿,﻿152,﻿211077.2,﻿444168.8
﻿1003000351,﻿2,﻿4557,﻿,﻿180,﻿211055.1,﻿444217.5
﻿1003000351,﻿2,﻿5227,﻿,﻿152,﻿210821.7,﻿444050.5
﻿1003000351,﻿2,﻿5226,﻿,﻿160,﻿210820.1,﻿444098.9
﻿1003000351,﻿3,﻿36010,﻿,﻿180,﻿211077.2,﻿444168.8
﻿1003000351,﻿3,﻿5227,﻿,﻿162,﻿210821.7,﻿444050.5
﻿1003000351,﻿3,﻿5226,﻿,﻿180,﻿210820.1,﻿444098.9
﻿1003000351,﻿3,﻿2787,﻿,﻿200,﻿210812.3,﻿443908.7
﻿1003000351,﻿3,﻿2788,﻿,﻿178,﻿210852.3,﻿443892.5
﻿1003000351,﻿4,﻿5227,﻿,﻿140,﻿210821.7,﻿444050.5
﻿1003000351,﻿4,﻿5226,﻿,﻿174,﻿210820.1,﻿444098.9
﻿1003000351,﻿4,﻿2787,﻿,﻿134,﻿210812.3,﻿443908.7
﻿1003000351,﻿4,﻿2788,﻿,﻿110,﻿210852.3,﻿443892.5
﻿1003000351,﻿4,﻿6504,﻿,﻿145,﻿210804.5,﻿443900.8
﻿1003000351,﻿4,﻿6508,﻿,﻿146,﻿210821.0,﻿443873.7
﻿1004000412,﻿1,﻿2295,﻿노곡중학교.노원구청.도봉경찰서.도봉구청별관.상계고등학교.서울북부노동사무소.월천초등학교.은혜간호학원.자운초등학교.창4동사무소.창4파출소.창동주공19단지.창동차량보관소.청솔아파트.하이마트창동점.한국마사회.노원세무서.스포츠센터.환승주차장.견인차량보관소.하나로마트.동아청솔 아파트.쌍용아파트.주공17~19단지.노곡중학교.노원구청.도봉경찰서.도봉구청별관.상계고등학교.서울북부노동사무소.월천초등학교.은혜간호학원.자운초등학교.창4동사무소.창4파출소.창동주공19단지.창동차량보관소.청솔아파트.하이마트창동점.한국마사회.노원세무서.스포츠센터.환승주차장.견인차량보관소.하나로마트.동아청솔 아파트.쌍용아파트.주공17~19단지,﻿187,﻿204490.1,﻿461578.0
﻿1004000412,﻿1,﻿2296,﻿노곡중학교.노원구청.도봉경찰서.도봉구청별관.상계고등학교.서울북부노동사무소.월천초등학교.은혜간호학원.자운초등학교.창4동사무소.창4파출소.창동주공19단지.창동차량보관소.청솔아파트.하이마트창동점.한국마사회.노원세무서.스포츠센터.환승주차장.견인차량보관소.하나로마트.동아청솔 아파트.쌍용아파트.주공17~19단지.노곡중학교.노원구청.도봉경찰서.도봉구청별관.상계고등학교.서울북부노동사무소.월천초등학교.은혜간호학원.자운초등학교.창4동사무소.창4파출소.창동주공19단지.창동차량보관소.청솔아파트.하이마트창동점.한국마사회.노원세무서.스포츠센터.환승주차장.견인차량보관소.하나로마트.동아청솔 아파트.쌍용아파트.주공17~19단지,﻿170,﻿204474.7,﻿461519.0
﻿1002000226,﻿1,﻿13821,﻿방배종합사회복지관.사당 공영주차장.서울시 교육연수원.예술의 전당 방면.한전사당변전소.사당공영주차장.한정사당변전소.교육과학기술연수원.서울까리따스알코올상담센터.서울특별시 노인학대예방센터.예술의전당방면.경부고속도로방면.방배종합사회복지관.사당 공영주차장.서울시 교육연수원.예술의 전당 방면.한전사당변전소.사당공영주차장.한정사당변전소.교육과학기술연수원.서울까리따스알코올상담센터.서울특별시 노인학대예방센터.예술의전당방면.경부고속도로방면,﻿153,﻿198354.6,﻿442001.0
﻿1002000226,﻿1,﻿4236,﻿방배종합사회복지관.사당 공영주차장.서울시 교육연수원.예술의 전당 방면.한전사당변전소.사당공영주차장.한정사당변전소.교육과학기술연수원.서울까리따스알코올상담센터.서울특별시 노인학대예방센터.예술의전당방면.경부고속도로방면.방배종합사회복지관.사당 공영주차장.서울시 교육연수원.예술의 전당 방면.한전사당변전소.사당공영주차장.한정사당변전소.교육과학기술연수원.서울까리따스알코올상담센터.서울특별시 노인학대예방센터.예술의전당방면.경부고속도로방면,﻿108,﻿198351.3,﻿441795.5
﻿1003000321,﻿2,﻿3067,﻿연신중학교.연광초등학교.연서시장.불광3동.연신중학교.연신초등학교.방송통신대학 서부별관.연서시장.연신중학교.연광초등학교.연서시장.불광3동.연신중학교.연신초등학교.방송통신대학 서부별관.연서시장,﻿131,﻿193161.7,﻿457784.9
﻿1061075117,﻿1,﻿37147,﻿청량리역광장.롯데백화점.청량리역광장.롯데백화점,﻿125,﻿204033.5,﻿453430.0
﻿1061075117,﻿1,﻿34284,﻿청량리역광장.롯데백화점.청량리역광장.롯데백화점,﻿146,﻿204012.5,﻿453433.4
﻿1061075117,﻿1,﻿664,﻿청량리역광장.롯데백화점.청량리역광장.롯데백화점,﻿89,﻿204069.6,﻿453416.6
﻿1061075117,﻿1,﻿692,﻿청량리역광장.롯데백화점.청량리역광장.롯데백화점,﻿179,﻿204210.9,﻿453598.6
﻿1061075118,﻿2,﻿33970,﻿,﻿35,﻿205198.1,﻿454488.1
﻿1061075118,﻿2,﻿34285,﻿,﻿195,﻿205359.7,﻿454460.6
﻿1061075118,﻿2,﻿34687,﻿,﻿179,﻿205038.1,﻿454347.4
﻿1061075118,﻿2,﻿673,﻿,﻿177,﻿205342.7,﻿454469.1
﻿1061075119,﻿1,﻿34294,﻿중화2동사무소.백학어린이공원.중화2치안센터,﻿127,﻿206725.9,﻿454942.3
﻿1069073110,﻿1,﻿52903,﻿계양1동 주민센터.장기치안센터.계양1동 우체국.계양초등학교.계양중학교.계양1동 보건소.장기119안전센터.계양1동 주민센터.장기치안센터.계양1동 우체국.계양초등학교.계양중학교.계양1동 보건소.장기119안전센터,﻿91,﻿176743.78931,﻿452389.36062
﻿1069073112,﻿1,﻿52891,﻿박촌동.동양동.제일맨션.한화아파트.풍림아파트.동양주공아파트,﻿43,﻿177491.40523,﻿450620.50887
﻿1069073112,﻿1,﻿52892,﻿박촌동.동양동.제일맨션.한화아파트.풍림아파트.동양주공아파트,﻿39,﻿177510.0251,﻿450618.15059
﻿1069073112,﻿3,﻿52891,﻿소양초등학교.계양농협,﻿171,﻿177491.40523,﻿450620.50887
﻿1069073112,﻿3,﻿52892,﻿소양초등학교.계양농협,﻿175,﻿177510.0251,﻿450618.15059
﻿1069073112,﻿4,﻿52891,﻿소양초등학교.아주아파트,﻿39,﻿177491.40523,﻿450620.50887
﻿1069073112,﻿4,﻿52892,﻿소양초등학교.아주아파트,﻿44,﻿177510.0251,﻿450618.15059
﻿1069073113,﻿1,﻿52832,﻿임학중학교.병방초등학교.계양농협임학지소.계양어린이집.서해종합상가.영남.서원.한진.서해아파트.계양병원,﻿160,﻿176817.32245,﻿449428.87048
﻿1069073113,﻿1,﻿52835,﻿임학중학교.병방초등학교.계양농협임학지소.계양어린이집.서해종합상가.영남.서원.한진.서해아파트.계양병원,﻿9,﻿176931.09559,﻿449555.54963
﻿1069073113,﻿1,﻿52836,﻿임학중학교.병방초등학교.계양농협임학지소.계양어린이집.서해종합상가.영남.서원.한진.서해아파트.계양병원,﻿40,﻿176924.11081,﻿449588.84244
﻿1069073113,﻿2,﻿52832,﻿북부노동지방사무소.계양고교.길주초등학교.그랜드마트.계양경찰서.계양등기소.계산여고.계양우체국.작전초등학교.용종마을.신대진.두산.쌍용.중앙아파트.계산제일교회,﻿107,﻿176817.32245,﻿449428.87048
﻿1069073113,﻿2,﻿52835,﻿북부노동지방사무소.계양고교.길주초등학교.그랜드마트.계양경찰서.계양등기소.계산여고.계양우체국.작전초등학교.용종마을.신대진.두산.쌍용.중앙아파트.계산제일교회,﻿63,﻿176931.09559,﻿449555.54963
﻿1069073113,﻿2,﻿52836,﻿북부노동지방사무소.계양고교.길주초등학교.그랜드마트.계양경찰서.계양등기소.계산여고.계양우체국.작전초등학교.용종마을.신대진.두산.쌍용.중앙아파트.계산제일교회,﻿90,﻿176924.11081,﻿449588.84244
﻿1069073113,﻿3,﻿52832,﻿국민은행.임학지구대.계양2동주민센터,﻿110,﻿176817.32245,﻿449428.87048
﻿1006000647,﻿1,﻿7233,﻿공릉동.공릉동근린공원(500),﻿184,﻿207914.1,﻿457433.2
